"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif","disappear",
,,,,,1.95,331,1,14,4,0,0,6,0,-2,0,
,,,,,6.75,331,1,14,3,0,0,6,4.8,-3,0,
,,,,,28,331,1,14,4,0,0,6,26.05,-2,0,
,,,,,21.93,331,1,14,7,0,0,6,19.98,1,0,
,,,,,12.99,331,1,14,4,0,0,6,11.04,-2,0,
,,,,,1.95,331,1,14,4,0,0,6,0,-2,0,
,,,,,2.05,331,1,14,4,0,0,6,0.1,-2,1,
,,,,,2.4,331,1,14,3,0,0,6,0.45,-3,0,
,,,,,4.98,331,1,14,3,0,0,6,3.03,-3,0.5,
,,,,,1.95,331,1,14,4,0,0,6,0,-2,1,
,,,,,1.95,331,1,14,6,0,0,6,0,0,0,
,,,,,11.25,331,1,14,5,0,0,6,9.3,-1,1,
,,,,,1.95,332,1,31,3,0,0,6,0.32,-3,1,
,,,,,1.95,332,1,31,6,0,0,6,0.32,0,0,
,,,,,19.37,332,1,31,7,0,0,6,17.74,1,0.5,
,,,,,1.72,332,1,31,6,0,0,6,0.09,0,1,
,,,,,1.95,332,1,31,6,0,0,6,0.32,0,0,
,,,,,20.53,332,1,31,7,0,0,6,18.9,1,0,
,,,,,3.94,332,1,31,3,0,0,6,2.31,-3,0,
,,,,,3.94,332,1,31,4,0,0,6,2.31,-2,0,
,,,,,11.84,332,1,31,3,0,0,6,10.21,-3,0.5,
,,,,,19.95,332,1,31,7,0,0,6,18.32,1,0.5,
,,,,,1.95,332,1,31,4,0,0,6,0.32,-2,0,
,,,,,17.8,332,1,31,4,0,0,6,16.17,-2,0,
,,,,,1.64,332,1,31,6,0,0,6,0.01,0,1,
,,,,,10.49,332,1,31,7,0,0,6,8.86,1,0.5,
,,,,,7,332,1,31,6,0,0,6,5.37,0,0,
,,,,,1.63,332,1,31,6,0,0,6,0,0,1,
,,,,,5.99,332,1,31,4,0,0,6,4.36,-2,0,
,,,,,1.63,332,1,31,6,0,0,6,0,0,1,
,,,,,8.24,332,1,31,4,0,0,6,6.61,-2,1,
,,,,,22.45,332,1,31,7,0,0,6,20.82,1,0,
,,,,,6.69,332,1,31,7,0,0,6,5.06,1,0.5,
,,,,,8.74,332,1,31,7,0,0,6,7.11,1,0.5,
,,,,,8.98,332,1,31,3,0,0,6,7.35,-3,0,
,,,,,1.95,332,1,31,6,0,0,6,0.32,0,0,
,,,,,3.95,332,1,31,3,0,0,6,2.32,-3,1,
,,,,,24,332,1,31,4,0,0,6,22.37,-2,0,
,,,,,29.5,332,1,31,6,0,0,6,27.87,0,1,
,,,,,15.92,332,1,31,7,0,0,6,14.29,1,0.5,
,,,,,8.25,332,1,31,6,0,0,6,6.62,0,0,
,,,,,9.7,332,1,31,7,0,0,6,8.07,1,0.5,
,,,,,10.7,332,1,31,7,0,0,6,9.07,1,0.5,
,,,,,10.7,332,1,31,7,0,0,6,9.07,1,0.5,
,,,,,11.51,332,1,31,7,0,0,6,9.88,1,0.5,
,,,,,11.7,332,1,31,7,0,0,6,10.07,1,0.5,
,,,,,1.95,332,1,31,4,0,0,6,0.32,-2,0,
,,,,,2.98,332,1,31,3,0,0,6,1.35,-3,0,
,,,,,10.75,332,1,31,5,0,0,6,9.12,-1,0,
,,,,,5.98,332,1,31,3,0,0,6,4.35,-3,0,
,,,,,5.98,332,1,31,7,0,0,6,4.35,1,0,
,,,,,20.05,332,1,31,7,0,0,6,18.42,1,0.5,
,,,,,7.94,332,1,31,5,0,0,6,6.31,-1,1,
,,,,,19.7,332,1,31,5,0,0,6,18.07,-1,0.5,
,,,,,19.95,332,1,31,7,0,0,6,18.32,1,0.5,
,,,,,19.7,332,1,31,5,0,0,6,18.07,-1,0.5,
,,,,,19.95,332,1,31,7,0,0,6,18.32,1,0.5,
,,,,,1.95,332,1,31,6,0,0,6,0.32,0,1,
,,,,,2.45,332,1,31,4,0,0,6,0.82,-2,1,
,,,,,12,334,1,9,4,0,0,5,1,-1,0.5,
,,,,,11,334,1,9,5,0,0,5,0,0,0,
,,,,,11.4,334,1,9,4,0,0,5,0.4,-1,0.5,
,,,,,39.25,334,1,9,5,0,0,5,28.25,0,0,
,,,,,17.34,334,1,9,7,0,0,5,6.34,2,0,
,,,,,3,339,1,10,4,0,0,4,0,0,0,
,,,,,5.75,339,1,10,3,0,0,4,2.75,-1,0,
,,,,,4.71,339,1,10,3,0,0,4,1.71,-1,0,
,,,,,11.01,341,1,4,3,0,0,3,5.93,0,1,
,,,,,16.42,341,1,4,2,0,0,3,11.34,-1,0.5,
,,,,,8.74,341,1,4,3,0,0,3,3.66,0,0,
,,,,,42,341,1,4,5,0,0,3,36.92,2,1,
,,,,,20,341,1,4,4,0,0,3,14.92,1,0,
,,,,,5.23,341,1,4,3,0,0,3,0.15,0,1,
,,,,,5.08,341,1,4,3,0,0,3,0,0,1,
,,,,,14.18,342,1,10,2,0,0,4,8.43,-2,0.5,
,,,,,5.75,342,1,10,4,0,0,4,0,0,0,
,,,,,28,342,1,10,4,0,0,4,22.25,0,0,
,,,,,26.5,342,1,10,7,0,0,4,20.75,3,0,
,,,,,9.68,342,1,10,3,0,0,4,3.93,-1,0,
,,,,,15,342,1,10,3,0,0,4,9.25,-1,0.5,
,,,,,15,342,1,10,3,0,0,4,9.25,-1,0.5,
,,,,,11.74,342,1,10,3,0,0,4,5.99,-1,0,
,,,,,17,342,1,10,4,0,0,4,11.25,0,0,
,,,,,18,342,1,10,5,0,0,4,12.25,1,0,
,,,,,22,342,1,10,4,0,0,4,16.25,0,0,
,,,,,12.62,343,1,13,4,0,0,3,6.48,1,1,
,,,,,8.99,343,1,13,4,0,0,3,2.85,1,1,
,,,,,6.14,343,1,13,3,0,0,3,0,0,1,
,,,,,26.08,344,1,11,7,0,0,5,10.45,2,0.5,
,,,,,28.23,344,1,11,7,0,0,5,12.6,2,0,
,,,,,27.17,344,1,11,7,0,0,5,11.54,2,0.5,
,,,,,20.74,344,1,11,3,0,0,5,5.11,-2,0,
,,,,,15.63,344,1,11,5,0,0,5,0,0,0,
,,,,,38.46,344,1,11,3,0,0,5,22.83,-2,0,
,,,,,29.5,344,1,11,3,0,0,5,13.87,-2,1,
,,,,,29.5,344,1,11,4,0,0,5,13.87,-1,1,
,,,,,25.71,344,1,11,7,0,0,5,10.08,2,0.5,
,,,,,37.49,344,1,11,7,0,0,5,21.86,2,0.5,
,,,,,27.27,344,1,11,7,0,0,5,11.64,2,0.5,
,,,,,27.17,344,1,11,7,0,0,5,11.54,2,0.5,
,,,,,27.17,344,1,11,7,0,0,5,11.54,2,0.5,
,,,,,30.76,344,1,11,7,0,0,5,15.13,2,0.5,
,,,,,20.98,344,1,11,7,0,0,5,5.35,2,1,
,,,,,19.5,345,1,15,5,0,0,3,17.71,2,0,
,,,,,18.5,345,1,15,4,0,0,3,16.71,1,0,
,,,,,12.15,345,1,15,3,0,0,3,10.36,0,0.5,
,,,,,3,345,1,15,3,0,0,3,1.21,0,0,
,,,,,10.46,345,1,15,2,0,0,3,8.67,-1,1,
,,,,,21.5,345,1,15,5,0,0,3,19.71,2,0,
,,,,,18.5,345,1,15,5,0,0,3,16.71,2,0,
,,,,,27.5,345,1,15,5,0,0,3,25.71,2,0,
,,,,,33.5,345,1,15,4,0,0,3,31.71,1,0,
,,,,,22.4,345,1,15,5,0,0,3,20.61,2,0.5,
,,,,,11.7,345,1,15,2,0,0,3,9.91,-1,0,
,,,,,28,345,1,15,4,0,0,3,26.21,1,0,
,,,,,17.5,345,1,15,4,0,0,3,15.71,1,0,
,,,,,42.25,345,1,15,5,0,0,3,40.46,2,0,
,,,,,15.99,345,1,15,5,0,0,3,14.2,2,0,
,,,,,28,345,1,15,5,0,0,3,26.21,2,0,
,,,,,22.5,345,1,15,4,0,0,3,20.71,1,0.5,
,,,,,30.5,345,1,15,4,0,0,3,28.71,1,0.5,
,,,,,12,345,1,15,3,0,0,3,10.21,0,0,
,,,,,1.79,345,1,15,3,0,0,3,0,0,0,
,,,,,16.5,347,1,15,4,0,0,4,8.51,0,0,
,,,,,32.5,347,1,15,4,0,0,4,24.51,0,0,
,,,,,37.5,347,1,15,4,0,0,4,29.51,0,1,
,,,,,7.99,347,1,15,4,0,0,4,0,0,0,
,,,,,22,347,1,15,4,0,0,4,14.01,0,0,
,,,,,9.9,347,1,15,5,0,0,4,1.91,1,0,
,,,,,15.98,347,1,15,5,0,0,4,7.99,1,0,
,,,,,26.2,347,1,15,4,0,0,4,18.21,0,0,
,,,,,9.25,347,1,15,4,0,0,4,1.26,0,0,
,,,,,10.5,347,1,15,3,0,0,4,2.51,-1,0,
,,,,,17,347,1,15,4,0,0,4,9.01,0,0,
,,,,,12.5,347,1,15,4,0,0,4,4.51,0,0,
,,,,,8.4,347,1,15,5,0,0,4,0.41,1,0,
,,,,,17.5,347,1,15,5,0,0,4,9.51,1,0,
,,,,,11.5,347,1,15,3,0,0,4,3.51,-1,0,
,,,,,21,347,1,15,4,0,0,4,13.01,0,0,
,,,,,23.95,347,1,15,3,0,0,4,15.96,-1,0,
,,,,,14.94,347,1,15,5,0,0,4,6.95,1,0,
,,,,,10.9,347,1,15,4,0,0,4,2.91,0,0,
,,,,,8.95,347,1,15,3,0,0,4,0.96,-1,0,
,,,,,16.45,347,1,15,4,0,0,4,8.46,0,0,
,,,,,21.94,347,1,15,4,0,0,4,13.95,0,0,
,,,,,10,347,1,15,4,0,0,4,2.01,0,0,
,,,,,28.21,347,1,15,4,0,0,4,20.22,0,0,
,,,,,12.35,349,1,17,4,0,0,3,9.37,1,0,
,,,,,10.5,349,1,17,5,0,0,3,7.52,2,0,
,,,,,8,349,1,17,4,0,0,3,5.02,1,0,
,,,,,22,349,1,17,4,0,0,3,19.02,1,0,
,,,,,20.5,349,1,17,4,0,0,3,17.52,1,0,
,,,,,11,349,1,17,4,0,0,3,8.02,1,0,
,,,,,11.5,349,1,17,4,0,0,3,8.52,1,0,
,,,,,6.23,349,1,17,3,0,0,3,3.25,0,0,
,,,,,2.98,349,1,17,3,0,0,3,0,0,0,
,,,,,11,349,1,17,3,0,0,3,8.02,0,0,
,,,,,11,349,1,17,4,0,0,3,8.02,1,0,
,,,,,9.5,349,1,17,4,0,0,3,6.52,1,0,
,,,,,16,349,1,17,5,0,0,3,13.02,2,0,
,,,,,4.99,351,1,18,5,0,0,2,3.2,3,1,
,,,,,12,351,1,18,5,0,0,2,10.21,3,0,
,,,,,9,351,1,18,5,0,0,2,7.21,3,0,
,,,,,9.5,351,1,18,5,0,0,2,7.71,3,0.5,
,,,,,14.7,351,1,18,5,0,0,2,12.91,3,0,
,,,,,1.95,351,1,18,2,0,0,2,0.16,0,0,
,,,,,12.8,351,1,18,5,0,0,2,11.01,3,0,
,,,,,23,351,1,18,5,0,0,2,21.21,3,0,
,,,,,10,351,1,18,5,0,0,2,8.21,3,0,
,,,,,5.99,351,1,18,4,0,0,2,4.2,2,0,
,,,,,4.93,351,1,18,5,0,0,2,3.14,3,0,
,,,,,13.99,351,1,18,5,0,0,2,12.2,3,0,
,,,,,1.95,351,1,18,3,0,0,2,0.16,1,0,
,,,,,2.98,351,1,18,3,0,0,2,1.19,1,1,
,,,,,11.2,351,1,18,5,0,0,2,9.41,3,0,
,,,,,4.71,351,1,18,3,0,0,2,2.92,1,0,
,,,,,1.95,351,1,18,2,0,0,2,0.16,0,0,
,,,,,5.75,351,1,18,4,0,0,2,3.96,2,0,
,,,,,1.79,351,1,18,2,0,0,2,0,0,0,
,,,,,8,351,1,18,4,0,0,2,6.21,2,0,
,,,,,1.95,351,1,18,2,0,0,2,0.16,0,1,
,,,,,16,351,1,18,4,0,0,2,14.21,2,0,
,,,,,8.49,352,1,10,4,0,0,3,6.54,1,0,
,,,,,10.21,352,1,10,4,0,0,3,8.26,1,0,
,,,,,21,352,1,10,4,0,0,3,19.05,1,0,
,,,,,11.5,352,1,10,5,0,0,3,9.55,2,0,
,,,,,3.99,352,1,10,4,0,0,3,2.04,1,1,
,,,,,8,352,1,10,4,0,0,3,6.05,1,0,
,,,,,6.99,352,1,10,6,0,0,3,5.04,3,0,
,,,,,16.44,352,1,10,4,0,0,3,14.49,1,0,
,,,,,1.95,352,1,10,3,0,0,3,0,0,1,
,,,,,42,352,1,10,5,0,0,3,40.05,2,0,
,,,,,47.93,352,1,10,7,0,0,3,45.98,4,0,
,,,,,21,359,1,21,4,0,0,2,15.5,2,0,
,,,,,31.75,359,1,21,5,0,0,2,26.25,3,0,
,,,,,5.5,359,1,21,2,0,0,2,0,0,0,
,,,,,47.5,359,1,21,5,0,0,2,42,3,0,
,,,,,39.97,359,1,21,4,0,0,2,34.47,2,0,
,,,,,14.25,359,1,21,4,0,0,2,8.75,2,0,
,,,,,16.98,359,1,21,3,0,0,2,11.48,1,0.5,
,,,,,26.5,359,1,21,4,0,0,2,21,2,0,
,,,,,21.5,359,1,21,5,0,0,2,16,3,0,
,,,,,22.74,359,1,21,3,0,0,2,17.24,1,0,
,,,,,26,359,1,21,4,0,0,2,20.5,2,0,
,,,,,47.5,359,1,21,4,0,0,2,42,2,0,
,,,,,30.5,359,1,21,4,0,0,2,25,2,0,
,,,,,41.5,359,1,21,5,0,0,2,36,3,0,
,,,,,19,359,1,21,4,0,0,2,13.5,2,0,
,,,,,20.99,359,1,21,5,0,0,2,15.49,3,0,
,,,,,16.99,359,1,21,3,0,0,2,11.49,1,1,
,,,,,32.75,359,1,21,5,0,0,2,27.25,3,0,
,,,,,22,359,1,21,3,0,0,2,16.5,1,0,
,,,,,9.55,359,1,21,3,0,0,2,4.05,1,1,
,,,,,6.97,359,1,21,3,0,0,2,1.47,1,0,
,,,,,32,359,1,21,4,0,0,2,26.5,2,0,
,,,,,37,359,1,21,4,0,0,2,31.5,2,0,
,,,,,19.5,359,1,21,3,0,0,2,14,1,0,
,,,,,8.89,359,1,21,4,0,0,2,3.39,2,0.5,
,,,,,11.89,359,1,21,4,0,0,2,6.39,2,0.5,
,,,,,26.79,359,1,21,4,0,0,2,21.29,2,0,
,,,,,7.04,361,1,23,3,0,0,4,5.09,-1,0,
,,,,,12.89,361,1,23,4,0,0,4,10.94,0,0,
,,,,,9.45,361,1,23,4,0,0,4,7.5,0,0,
,,,,,26.5,361,1,23,5,0,0,4,24.55,1,0,
,,,,,10.95,361,1,23,4,0,0,4,9,0,0,
,,,,,16.5,361,1,23,5,0,0,4,14.55,1,0,
,,,,,1.95,361,1,23,3,0,0,4,0,-1,0,
,,,,,3.9,361,1,23,4,0,0,4,1.95,0,0,
,,,,,1.95,361,1,23,4,0,0,4,0,0,0,
,,,,,7.5,361,1,23,4,0,0,4,5.55,0,0,
,,,,,7.92,361,1,23,7,0,0,4,5.97,3,0,
,,,,,21.95,361,1,23,5,0,0,4,20,1,0,
,,,,,16.99,361,1,23,4,0,0,4,15.04,0,0,
,,,,,11,361,1,23,5,0,0,4,9.05,1,0,
,,,,,4.71,361,1,23,3,0,0,4,2.76,-1,0,
,,,,,4.71,361,1,23,4,0,0,4,2.76,0,0,
,,,,,5.99,361,1,23,4,0,0,4,4.04,0,0,
,,,,,10.5,361,1,23,4,0,0,4,8.55,0,0,
,,,,,6.27,361,1,23,4,0,0,4,4.32,0,0,
,,,,,2.2,361,1,23,3,0,0,4,0.25,-1,0,
,,,,,1.95,364,1,21,3,0,0,3,0.45,0,1,
,,,,,13,364,1,21,5,0,0,3,11.5,2,0,
,,,,,9.5,364,1,21,4,0,0,3,8,1,0.5,
,,,,,37,364,1,21,5,0,0,3,35.5,2,0,
,,,,,12.5,364,1,21,4,0,0,3,11,1,0,
,,,,,12,364,1,21,5,0,0,3,10.5,2,0,
,,,,,18,364,1,21,5,0,0,3,16.5,2,0,
,,,,,12.25,364,1,21,4,0,0,3,10.75,1,0,
,,,,,22,364,1,21,4,0,0,3,20.5,1,0,
,,,,,36,364,1,21,5,0,0,3,34.5,2,0,
,,,,,23,364,1,21,4,0,0,3,21.5,1,0,
,,,,,26.75,364,1,21,5,0,0,3,25.25,2,0,
,,,,,10.95,364,1,21,5,0,0,3,9.45,2,0,
,,,,,11.95,364,1,21,4,0,0,3,10.45,1,0,
,,,,,3.95,364,1,21,3,0,0,3,2.45,0,0,
,,,,,1.5,364,1,21,3,0,0,3,0,0,0,
,,,,,4.78,364,1,21,3,0,0,3,3.28,0,0,
,,,,,4.99,364,1,21,5,0,0,3,3.49,2,0,
,,,,,37.5,364,1,21,4,0,0,3,36,1,0,
,,,,,30.5,366,1,40,3,0,0,3,19.05,0,0,
,,,,,33.95,366,1,40,3,0,0,3,22.5,0,0,
,,,,,47.66,366,1,40,7,0,0,3,36.21,4,0,
,,,,,11.45,366,1,40,3,0,0,3,0,0,0,
,,,,,32.5,366,1,40,4,0,0,3,21.05,1,0,
,,,,,15.74,366,1,40,3,0,0,3,4.29,0,0,
,,,,,24.5,366,1,40,4,0,0,3,13.05,1,0,
,,,,,36.5,366,1,40,4,0,0,3,25.05,1,0,
,,,,,32.5,366,1,40,4,0,0,3,21.05,1,0,
,,,,,31.69,366,1,40,5,0,0,3,20.24,2,0.5,
,,,,,37.5,366,1,40,2,0,0,3,26.05,-1,0,
,,,,,14,366,1,40,4,0,0,3,2.55,1,0,
,,,,,16.6,366,1,40,3,0,0,3,5.15,0,0,
,,,,,13.83,366,1,40,4,0,0,3,2.38,1,0,
,,,,,11.5,366,1,40,2,0,0,3,0.05,-1,1,
,,,,,30,366,1,40,4,0,0,3,18.55,1,0,
,,,,,26,366,1,40,5,0,0,3,14.55,2,0,
,,,,,42,366,1,40,4,0,0,3,30.55,1,0,
,,,,,12.99,367,1,27,4,0,0,3,10.25,1,0,
,,,,,14.9,367,1,27,4,0,0,3,12.16,1,0,
,,,,,15.62,367,1,27,4,0,0,3,12.88,1,0,
,,,,,32.5,367,1,27,5,0,0,3,29.76,2,0,
,,,,,17,367,1,27,5,0,0,3,14.26,2,0,
,,,,,14,367,1,27,5,0,0,3,11.26,2,1,
,,,,,38,367,1,27,4,0,0,3,35.26,1,0,
,,,,,22,367,1,27,4,0,0,3,19.26,1,0,
,,,,,15,367,1,27,5,0,0,3,12.26,2,0,
,,,,,19.99,367,1,27,6,0,0,3,17.25,3,0,
,,,,,17,367,1,27,5,0,0,3,14.26,2,0,
,,,,,21.99,367,1,27,5,0,0,3,19.25,2,0,
,,,,,2.99,367,1,27,3,0,0,3,0.25,0,0.5,
,,,,,2.99,367,1,27,3,0,0,3,0.25,0,0.5,
,,,,,20.5,367,1,27,5,0,0,3,17.76,2,0,
,,,,,28.49,367,1,27,4,0,0,3,25.75,1,0,
,,,,,13.95,367,1,27,5,0,0,3,11.21,2,0,
,,,,,48,367,1,27,7,0,0,3,45.26,4,0,
,,,,,20.5,367,1,27,5,0,0,3,17.76,2,0,
,,,,,11.99,367,1,27,5,0,0,3,9.25,2,1,
,,,,,11.94,367,1,27,6,0,0,3,9.2,3,1,
,,,,,22.5,367,1,27,5,0,0,3,19.76,2,0,
,,,,,17,367,1,27,6,0,0,3,14.26,3,0,
,,,,,15,367,1,27,4,0,0,3,12.26,1,0,
,,,,,19.6,367,1,27,4,0,0,3,16.86,1,0,
,,,,,41.9,367,1,27,5,0,0,3,39.16,2,0,
,,,,,13.83,367,1,27,4,0,0,3,11.09,1,0,
,,,,,5.38,367,1,27,3,0,0,3,2.64,0,0,
,,,,,9.49,367,1,27,4,0,0,3,6.75,1,0,
,,,,,22.74,367,1,27,7,0,0,3,20,4,0,
,,,,,2.74,367,1,27,3,0,0,3,0,0,1,
,,,,,16,367,1,27,4,0,0,3,13.26,1,0,
,,,,,13,367,1,27,5,0,0,3,10.26,2,0,
,,,,,7.5,379,1,17,5,0,0,3,5.71,2,0,
,,,,,7.18,379,1,17,4,0,0,3,5.39,1,0,
,,,,,4.75,379,1,17,3,0,0,3,2.96,0,0,
,,,,,1.95,379,1,17,3,0,0,3,0.16,0,0,
,,,,,8,379,1,17,4,0,0,3,6.21,1,0,
,,,,,12.5,379,1,17,4,0,0,3,10.71,1,0.5,
,,,,,39.25,379,1,17,5,0,0,3,37.46,2,0,
,,,,,1.95,379,1,17,2,0,0,3,0.16,-1,1,
,,,,,14,379,1,17,4,0,0,3,12.21,1,0,
,,,,,8.5,379,1,17,3,0,0,3,6.71,0,0,
,,,,,13.5,379,1,17,4,0,0,3,11.71,1,0,
,,,,,3.31,379,1,17,4,0,0,3,1.52,1,0.5,
,,,,,7.31,379,1,17,4,0,0,3,5.52,1,0.5,
,,,,,29.5,379,1,17,3,0,0,3,27.71,0,0,
,,,,,8.5,379,1,17,5,0,0,3,6.71,2,0,
,,,,,4.52,379,1,17,3,0,0,3,2.73,0,0,
,,,,,18,379,1,17,5,0,0,3,16.21,2,0,
,,,,,8.5,379,1,17,3,0,0,3,6.71,0,1,
,,,,,1.79,379,1,17,3,0,0,3,0,0,0.5,
,,,,,9.3,379,1,17,3,0,0,3,7.51,0,0.5,
,,,,,8.95,382,1,18,7,0,0,3,7.33,4,1,
,,,,,6.92,382,1,18,4,0,0,3,5.3,1,1,
,,,,,15.31,382,1,18,7,0,0,3,13.69,4,1,
,,,,,1.95,382,1,18,4,0,0,3,0.33,1,1,
,,,,,16.21,382,1,18,7,0,0,3,14.59,4,0,
,,,,,12.72,382,1,18,6,0,0,3,11.1,3,0.5,
,,,,,15.54,382,1,18,5,0,0,3,13.92,2,0.5,
,,,,,15.74,382,1,18,7,0,0,3,14.12,4,0.5,
,,,,,18.94,382,1,18,7,0,0,3,17.32,4,1,
,,,,,10.49,382,1,18,4,0,0,3,8.87,1,0,
,,,,,10.6,382,1,18,5,0,0,3,8.98,2,0,
,,,,,17.5,382,1,18,4,0,0,3,15.88,1,0,
,,,,,18,382,1,18,4,0,0,3,16.38,1,0,
,,,,,14.29,382,1,18,7,0,0,3,12.67,4,0.5,
,,,,,2.99,382,1,18,2,0,0,3,1.37,-1,1,
,,,,,9.67,382,1,18,4,0,0,3,8.05,1,0,
,,,,,3,382,1,18,5,0,0,3,1.38,2,1,
,,,,,1.62,382,1,18,3,0,0,3,0,0,0.5,
,,,,,29.5,382,1,18,3,0,0,3,27.88,0,0.5,
,,,,,12.2,382,1,18,7,0,0,3,10.58,4,0.5,
,,,,,10,382,1,18,3,0,0,3,8.38,0,0,
,,,,,15.64,382,1,18,5,0,0,3,14.02,2,0.5,
,,,,,15.84,382,1,18,7,0,0,3,14.22,4,0.5,
,,,,,15.74,382,1,18,7,0,0,3,14.12,4,0.5,
,,,,,15.74,382,1,18,7,0,0,3,14.12,4,0.5,
,,,,,2.25,382,1,18,3,0,0,3,0.63,0,1,
,,,,,6.28,382,1,18,6,0,0,3,4.66,3,0,
,,,,,19.83,382,1,18,7,0,0,3,18.21,4,0.5,
,,,,,18,383,1,6,5,0,0,5,6.5,0,0,
,,,,,11.5,383,1,6,5,0,0,5,0,0,0,
,,,,,20.44,383,1,6,4,0,0,5,8.94,-1,0,
,,,,,7,387,1,13,5,0,0,7,3.03,-2,0,
,,,,,3.97,387,1,13,7,0,0,7,0,0,0.5,
,,,,,3.98,387,1,13,3,0,0,7,0.01,-4,0,
,,,,,3.98,387,1,13,5,0,0,7,0.01,-2,0,
,,,,,12.15,387,1,13,2,0,0,7,8.18,-5,0.5,
,,,,,15.57,387,1,13,5,0,0,7,11.6,-2,0.5,
,,,,,15.77,387,1,13,7,0,0,7,11.8,0,0.5,
,,,,,12.23,387,1,13,7,0,0,7,8.26,0,0.5,
,,,,,4.71,387,1,13,3,0,0,7,0.74,-4,1,
,,,,,15.67,387,1,13,5,0,0,7,11.7,-2,0.5,
,,,,,15.87,387,1,13,7,0,0,7,11.9,0,0.5,
,,,,,15.77,387,1,13,7,0,0,7,11.8,0,0.5,
,,,,,15.77,387,1,13,7,0,0,7,11.8,0,0.5,
,,,,,5.92,388,1,11,4,0,0,4,0,0,0,
,,,,,8,388,1,11,4,0,0,4,2.08,0,0,
,,,,,21.6,388,1,11,7,0,0,4,15.68,3,0,
,,,,,6.98,388,1,11,4,0,0,4,1.06,0,0,
,,,,,11.5,388,1,11,5,0,0,4,5.58,1,0,
,,,,,15.75,388,1,11,4,0,0,4,9.83,0,0,
,,,,,15,388,1,11,4,0,0,4,9.08,0,0,
,,,,,2.99,389,1,16,3,0,0,3,1.04,0,1,
,,,,,11.9,389,1,16,5,0,0,3,9.95,2,0,
,,,,,1.95,389,1,16,2,0,0,3,0,-1,0,
,,,,,1.95,389,1,16,2,0,0,3,0,-1,0,
,,,,,2,389,1,16,3,0,0,3,0.05,0,0,
,,,,,2.98,389,1,16,3,0,0,3,1.03,0,0,
,,,,,4.71,389,1,16,4,0,0,3,2.76,1,0,
,,,,,1.95,389,1,16,3,0,0,3,0,0,0,
,,,,,8.5,391,1,4,4,0,0,4,4.51,0,0,
,,,,,3.99,391,1,4,4,0,0,4,0,0,0,
,,,,,6.5,398,1,41,6,0,0,6,2.24,0,0,
,,,,,11.99,398,1,41,5,0,0,6,7.73,-1,0.5,
,,,,,14.49,398,1,41,5,0,0,6,10.23,-1,0.5,
,,,,,4.26,398,1,41,6,0,0,6,0,0,0.5,
,,,,,4.26,398,1,41,6,0,0,6,0,0,0.5,
,,,,,9,398,1,41,4,0,0,6,4.74,-2,0,
,,,,,16.95,398,1,41,5,0,0,6,12.69,-1,0,
,,,,,22.95,398,1,41,5,0,0,6,18.69,-1,0,
,,,,,10.79,398,1,41,4,0,0,6,6.53,-2,0,
,,,,,12,398,1,41,5,0,0,6,7.74,-1,0,
,,,,,6.5,398,1,41,4,0,0,6,2.24,-2,0,
,,,,,17,398,1,41,6,0,0,6,12.74,0,0,
,,,,,11.25,398,1,41,4,0,0,6,6.99,-2,0,
,,,,,13.5,398,1,41,5,0,0,6,9.24,-1,0,
,,,,,13.95,398,1,41,4,0,0,6,9.69,-2,0,
,,,,,20.9,398,1,41,7,0,0,6,16.64,1,0,
,,,,,27.85,398,1,41,5,0,0,6,23.59,-1,0,
,,,,,16,398,1,41,5,0,0,6,11.74,-1,0.5,
,,,,,17,398,1,41,5,0,0,6,12.74,-1,0.5,
,,,,,18,398,1,41,5,0,0,6,13.74,-1,0.5,
,,,,,18,398,1,41,7,0,0,6,13.74,1,0,
,,,,,9.5,398,1,41,5,0,0,6,5.24,-1,0,
,,,,,14.95,398,1,41,5,0,0,6,10.69,-1,0,
,,,,,7.79,398,1,41,7,0,0,6,3.53,1,0,
,,,,,39.5,398,1,41,6,0,0,6,35.24,0,0,
,,,,,6,398,1,41,4,0,0,6,1.74,-2,0,
,,,,,7,398,1,41,7,0,0,6,2.74,1,0,
,,,,,11.5,398,1,41,5,0,0,6,7.24,-1,0,
,,,,,23,398,1,41,6,0,0,6,18.74,0,0,
,,,,,9.49,398,1,41,6,0,0,6,5.23,0,0,
,,,,,6.7,398,1,41,6,0,0,6,2.44,0,0,
,,,,,12.5,398,1,41,7,0,0,6,8.24,1,0,
,,,,,16.99,398,1,41,7,0,0,6,12.73,1,0,
,,,,,24.99,398,1,41,5,0,0,6,20.73,-1,0,
,,,,,19.5,398,1,41,5,0,0,6,15.24,-1,0,
,,,,,11.5,398,1,41,4,0,0,6,7.24,-2,0,
,,,,,12.49,398,1,41,4,0,0,6,8.23,-2,0,
,,,,,20,399,1,16,4,0,0,3,18.01,1,0,
,,,,,9,399,1,16,3,0,0,3,7.01,0,0,
,,,,,14,399,1,16,4,0,0,3,12.01,1,0,
,,,,,22,399,1,16,4,0,0,3,20.01,1,0,
,,,,,5.69,399,1,16,3,0,0,3,3.7,0,0,
,,,,,10.2,399,1,16,3,0,0,3,8.21,0,0,
,,,,,29.5,399,1,16,3,0,0,3,27.51,0,0,
,,,,,1.99,399,1,16,2,0,0,3,0,-1,1,
